requirement_id,chapter,keyword_profile,text
CDS700-R110,CDS-700,MUST,"Workflow changes MUST follow versioning, evaluation, approval and rollback policy (§23–§25); model or prompt changes that can alter output semantics MUST pass change and regression controls before rollout."
CDS700-R111,CDS-700,MUST,AI-generated canonical changes MUST retain provenance and applicable human-review evidence (§18–§19).
CDS700-R112,CDS-700,MUST,Deprecated workflows MUST be disabled for new work while historical audit records remain readable.
CDS800-R001,CDS-800,MUST,"Every CDS implementation MUST define accountable ownership for the canonical product model, each governed data domain and each publication channel."
CDS800-R002,CDS-800,MUST NOT+MUST,"The governance model MUST cover definition, operation, monitoring and change, and MUST NOT stop after initial PIM configuration."
CDS800-R003,CDS-800,SHOULD,An organisation SHOULD maintain one identifiable forum or accountable role capable of resolving cross-domain conflicts.
CDS800-R004,CDS-800,MUST,"A decision right MUST identify who may approve, who must be consulted and who must be informed."
CDS800-R005,CDS-800,SHOULD NOT,The person requesting a material change SHOULD NOT be the only person approving it when the change can affect many products or channels.
CDS800-R006,CDS-800,MUST,"The organisation MUST declare, in its implementation statement (§9), the thresholds that make a change *material* (for example: product count affected, number of channels affected, breaking-change class per §11)."
CDS800-R007,CDS-800,MUST+MAY,"One person MAY hold multiple roles, but each responsibility MUST remain explicitly assigned."
CDS800-R008,CDS-800,MUST,"Role assignment MUST be reviewed when personnel, systems or operating models change."
CDS800-R009,CDS-800,SHOULD,Each governed domain SHOULD have a concise ownership contract accessible to operators and automated agents.
CDS800-R010,CDS-800,MUST,"A domain contract MUST distinguish canonical facts from derived display, facet and channel representations."
CDS800-R011,CDS-800,MUST NOT,Lower-level artefacts MUST NOT silently contradict higher-level normative requirements.
CDS800-R012,CDS-800,MUST,"Where an implementation cannot satisfy a requirement, the deviation MUST be represented through the exception process (§14) rather than hidden in procedure."
CDS800-R013,CDS-800,MUST,A profile MUST identify the CDS release it depends on.
CDS800-R014,CDS-800,MUST NOT+MAY,"A profile MAY add required attributes, dictionaries, rules or mappings, but MUST NOT weaken any base CDS requirement or the cumulativity of the conformance levels. *(The v0.1 exception-based escape clause is deleted — finding 800-2. Implementation-level deviations use the exception process (§14); a profile itself is never a vehicle for weakening.)*"
CDS800-R015,CDS-800,MUST NOT+MUST,Organisation-specific extensions MUST use governed identifiers registered per CDS-300 and MUST NOT collide with reserved CDS namespaces.
CDS800-R016,CDS-800,MUST,Local implementation choices MUST be documented in an implementation statement or equivalent controlled record.
CDS800-R017,CDS-800,MAY,"Local naming MAY differ from CDS examples, provided semantic intent and the mapping to CDS terms remain unambiguous."
CDS800-R018,CDS-800,MUST,"Material changes (per the declared thresholds, R006) MUST be represented by a durable change proposal before production implementation."
CDS800-R019,CDS-800,MUST+MAY,"Emergency changes MAY use an accelerated path, but MUST be documented and reviewed retrospectively."
CDS800-R020,CDS-800,MUST,Version identifiers MUST change when a governed artefact changes semantically.
CDS800-R021,CDS-800,MUST,"A release record MUST identify included changes, migrations, tests, approvals and effective date."
CDS800-R022,CDS-800,MUST,"A breaking change MUST include a migration plan and a defined compatibility period, unless immediate removal is required for safety, law or severe data-integrity risk."
CDS800-R023,CDS-800,SHOULD,Migration tooling SHOULD provide a preview of affected products and values before bulk changes are applied.
CDS800-R024,CDS-800,MUST,Channel mappings and verification logic MUST be reviewed when canonical identifiers or value semantics change.
CDS800-R025,CDS-800,MUST,Deprecated fields and values MUST identify a replacement or explicitly state that no replacement exists.
CDS800-R026,CDS-800,MUST+MAY,"Aliases MAY support ingestion and migration, but MUST resolve to one canonical identity."
CDS800-R027,CDS-800,MUST NOT,A deprecated identifier MUST NOT be reused for a different meaning.
CDS800-R028,CDS-800,MUST,"Removal MUST be blocked while verified active dependencies remain, unless a documented risk decision authorises otherwise."
CDS800-R029,CDS-800,MUST,"Every exception MUST have an owner, scope, rationale, compensating-control assessment and a review or expiry date."
CDS800-R030,CDS-800,MUST NOT,Expired exceptions MUST NOT remain silently active.
CDS800-R031,CDS-800,MUST,"Exception closure MUST record a retest result demonstrating that conformance was re-established, or a new approved exception continuing the deviation. *(New in v0.2 — finding 800-6.)*"
CDS800-R032,CDS-800,MUST,"Quality rules MUST identify the applicable scope, severity, owner and remediation path."
CDS800-R033,CDS-800,SHOULD NOT,A product SHOULD NOT be published while blocking quality rules fail.
CDS800-R034,CDS-800,MUST,"Each governance metric (for example exception age, change failure rate) MUST be defined with an explicit formula and denominator such that repeated calculation produces comparable results."
CDS800-R035,CDS-800,SHOULD,Quality targets SHOULD be set by risk and business use rather than one universal threshold.
CDS800-R036,CDS-800,MUST,"Audit evidence MUST be sufficient to reconstruct who changed what, when, under which authority and with what downstream effect."
CDS800-R037,CDS-800,MUST,"Retention periods MUST be declared per record class in the implementation statement and reflect legal, operational and assurance needs."
CDS800-R038,CDS-800,MUST,Access MUST follow least privilege and be granted according to role responsibilities.
CDS800-R039,CDS-800,SHOULD,"Privileged actions such as schema change, bulk publication, mapping replacement and canonical-value deletion SHOULD require stronger authentication and enhanced audit logging."
CDS800-R040,CDS-800,MUST NOT,"Supplier credentials, channel tokens and other secrets MUST NOT be exposed through human-readable product fields or AI model inputs. *(Absolute — aligned with the CDS-700 §26 credential rule, finding 700-3; the v0.1 ""approved need"" escape applied only to non-secret confidential source data, which remains policy-gated under CDS-700.)*"
CDS800-R041,CDS-800,SHOULD,Production and test environments SHOULD be separated.
CDS800-R042,CDS-800,SHOULD,Material high-risk changes SHOULD involve at least two distinct accountable participants.
CDS800-R043,CDS-800,MUST,"Organisation-specific products, dictionaries, mappings, credentials, exceptions and audit records MUST be isolated from other organisations."
CDS800-R044,CDS-800,MUST NOT+MAY,"A shared CDS baseline MAY provide definitions and templates, but MUST NOT expose or merge tenant-specific values without explicit authorisation."
CDS800-R045,CDS-800,MUST,Imports and bulk actions MUST execute within a declared organisation context.
CDS800-R046,CDS-800,MUST,"Cross-tenant administrative access MUST be privileged, logged and reviewed."
CDS800-R047,CDS-800,MUST,"Every supplier source MUST have an identified owner, acquisition method, field mapping, refresh policy and trust classification."
CDS800-R048,CDS-800,SHOULD,Raw source values SHOULD be preserved separately from resolved canonical values (value model: CDS-400).
CDS800-R049,CDS-800,MUST,Bulk imports MUST provide validation results and a preview of high-impact changes before commit.
CDS800-R050,CDS-800,MUST,Every category MUST have a recorded scope definition that distinguishes what belongs from what does not.
CDS800-R051,CDS-800,MUST,"A taxonomy change MUST analyse product reassignment, collection, navigation, facet, SEO and channel impacts before approval."
CDS800-R052,CDS-800,SHOULD,Ambiguous product-type decisions SHOULD be recorded in a taxonomy decision log.
CDS800-R053,CDS-800,MUST,"New canonical values MUST be checked for existing synonyms, aliases and facet membership before approval."
CDS800-R054,CDS-800,MUST,"Facet-grouping changes MUST consider customer usability, product counts, search behaviour and channel effects (facet requirements: CDS-600)."
CDS800-R055,CDS-800,MUST,"Dictionary owners MUST monitor unknown, ambiguous and unmapped value rates."
CDS800-R056,CDS-800,MUST,Channel representations MUST be reviewed when destination vocabularies change.
CDS800-R057,CDS-800,MUST,A new attribute MUST have an Attribute Definition (CDS-200 §7) before product values are created at scale.
CDS800-R058,CDS-800,MUST,Attribute removal or semantic change MUST follow the compatibility and migration controls of §12.
CDS800-R059,CDS-800,MUST,"Introduction, deprecation or retirement of a semantic namespace MUST follow the change proposal lifecycle (§10) and be recorded in the CDS-300 registry."
CDS800-R060,CDS-800,SHOULD+MAY,"Legacy prefix aliases MAY remain during migration, but new fields SHOULD use the current approved namespace."
CDS800-R061,CDS-800,MUST,Each active channel MUST have an owner and a maintained capability profile.
CDS800-R062,CDS-800,MUST,"Channel changes MUST be assessed against mappings, publication, observation and verification before production rollout."
CDS800-R063,CDS-800,MUST,Every production AI workflow MUST have a named owner recorded in the workflow registry (CDS-700).
CDS800-R064,CDS-800,MUST,"A material incident MUST have an owner, severity, affected scope, containment action and closure evidence."
CDS800-R065,CDS-800,MUST,Incident closure MUST include verification that canonical and downstream states are correct.
CDS800-R066,CDS-800,SHOULD,"Repeated incidents SHOULD trigger root-cause review of schema, process, tooling or authority design."
CDS800-R067,CDS-800,MUST,A production release MUST identify the included change records and the versions of affected governed artefacts.
CDS800-R068,CDS-800,SHOULD,"High-impact releases SHOULD use staged rollout, limited product cohorts or channel canaries."
CDS800-R069,CDS-800,MUST NOT,A release MUST NOT be considered complete until required verification and health checks pass.
CDS800-R070,CDS-800,MUST NOT+MUST,A conformance claim MUST describe the implemented scope and level honestly; an organisation MUST NOT claim conformance to capabilities it has not implemented.
CDS800-R071,CDS-800,MUST NOT+MUST,An implementation MUST pass all MUST and MUST NOT requirements applicable to its declared scope.
CDS800-R072,CDS-800,SHOULD+MAY,"SHOULD requirements MAY be unmet only where a documented rationale exists. *(Keyword corrected per the CLEANUP-PASS §C ambiguous-case ruling: the governing modal is MAY; ""SHOULD requirements"" is a noun reference to the requirement class.)*"
CDS800-R073,CDS-800,MUST,"A conformance claim MUST be accompanied by a dated conformance statement conforming to CDS-1000 §23, approved by the Conformance Declaration Executive."
CDS800-R074,CDS-800,MAY,"An organisation MAY declare different conformance levels or overlay profiles for different channels or business units, provided each claim's scope is explicit."
CDS800-R075,CDS-800,MUST,"Assessment method MUST be stated using the CDS-1000 §20 vocabulary: **self-attestation**, **customer assessment** or **independent assessment** *(finding 800-5; replaces v0.1 ""self-assessed / partner-reviewed / independent"")*."
CDS800-R076,CDS-800,MUST NOT,A certification mark or badge MUST NOT imply independent assessment when only self-attestation occurred.
CDS800-R077,CDS-800,SHOULD,Material scope or control changes SHOULD trigger reassessment before a previous claim is reused.
CDS800-R078,CDS-800,SHOULD,Review cadence SHOULD reflect the rate and risk of change in the governed domain.
CDS800-R079,CDS-800,SHOULD,Review outcomes SHOULD create assigned actions rather than remain informational only.
CDS900-R001,CDS-900,MUST,"Every implementation profile MUST identify its scope, mapping rules, platform constraints, publication behaviour, observation coverage and conformance tests."
CDS900-R002,CDS-900,MUST,Every platform profile MUST carry a profile release identifier and MUST date every external platform reference it relies on (retrieved-on date).
CDS900-R003,CDS-900,MUST NOT,A platform profile MUST NOT redefine canonical product truth merely because the target platform lacks a corresponding field.
CDS900-R004,CDS-900,MUST+MAY,"An industry profile MAY require additional attributes and dictionaries, but MUST preserve the CDS core semantics."
CDS900-R005,CDS-900,MUST+MAY,"An organisation profile MAY extend a platform or industry profile, but MUST document every divergence."
CDS900-R006,CDS-900,MUST+MAY,"**Precedence rule:** more specific profiles (industry → platform → organisation) MAY add constraints; **CDS core semantics remain authoritative for every shared concept**. Where two profiles conflict, the implementation MUST preserve the core CDS meaning and MUST record the narrower profile decision explicitly. (This restates CDS-000 §6 CDS000-R011 in profile terms; a profile never weakens a core "
CDS900-R007,CDS-900,MUST NOT+MAY,"A platform limitation MAY create an exception in the publication projection, but MUST NOT silently alter the canonical record."
CDS900-R008,CDS-900,MUST,"Where a transformation is defined, verification MUST compare the expected channel representation with the observed channel representation, not raw PIM text. (Lifecycle, statuses and comparison semantics: CDS-500.)"
CDS900-R009,CDS-900,MUST,A mapping MUST declare whether the channel value is observable. Missing and unobservable MUST remain different verification states (CDS-500 §17).
CDS900-R010,CDS-900,MUST,"Where an MF_ attribute is published to a channel's native or standard field rather than a metafield-like structure, that is a mapping concern of the platform profile; the canonical prefix does not change (ADR-D2). A profile MUST document MF_→metafield, MF_→native-field and MF_→feed-column projections per mapping."
CDS900-R011,CDS-900,SHOULD,PIM-owned product fields edited directly in Shopify SHOULD be considered downstream drift unless an approved override workflow exists (CDS-500 ownership modes).
CDS900-R012,CDS-900,MUST,"The Shopify connector MUST know, per target field, whether an update replaces or merges the downstream value, and MUST declare this in the mapping's write semantics."
CDS900-R013,CDS-900,MUST NOT+MUST,The connector MUST use the correct current mutation for each object class and MUST NOT assume one product mutation covers variants.
CDS900-R014,CDS-900,MUST,The PIM internal category MUST remain separate from the Shopify product category and the Shopify product type.
CDS900-R015,CDS-900,SHOULD,The PIM SHOULD map each final internal category to one Shopify Standard Product Taxonomy category identifier or breadcrumb.
CDS900-R016,CDS-900,SHOULD,The mapping SHOULD be stored on the category entity and inherited by products unless a documented product-level exception is required.
CDS900-R017,CDS-900,MUST NOT+SHOULD,The Shopify product type SHOULD contain a controlled merchant vocabulary and MUST NOT be a concatenation of descriptive attributes.
CDS900-R018,CDS-900,SHOULD,"When an appropriate Shopify category metafield exists, the Shopify profile SHOULD map the corresponding canonical attribute to it."
CDS900-R019,CDS-900,SHOULD,"A custom metafield SHOULD be used when the canonical attribute is not available as a category metafield, is store-specific, or requires a different type or lifecycle."
CDS900-R020,CDS-900,MUST,"The choice of category metafield versus custom metafield MUST be recorded in the Attribute Definition mapping (CDS-200 §7), not decided independently for each product."
CDS900-R021,CDS-900,MUST,A metafield used as a storefront filter MUST have an appropriate metafield definition and a supported data type.
CDS900-R022,CDS-900,MAY,Only SKU-producing differences MAY become Shopify variant options under the CDS profile (variant boundary rule: CDS-200 §5).
CDS900-R023,CDS-900,MUST,The connector MUST preflight the projected variant count and option count against the profile's declared platform limits before publication.
CDS900-R024,CDS-900,MUST,A canonical product model requiring more options than Shopify supports MUST use a documented decomposition strategy rather than dropping information.
CDS900-R025,CDS-900,SHOULD,Variant option values SHOULD be connected to reusable category metafield entries where that improves consistency and the target theme or channel supports them.
CDS900-R026,CDS-900,SHOULD,Taxonomy collections SHOULD be generated from the PIM category tree or explicit category-to-collection projection rules.
CDS900-R027,CDS-900,MUST+MAY,"Campaign and editorial collections MAY use merchandising rules or manual curation, but MUST have a declared owner and lifecycle."
CDS900-R028,CDS-900,SHOULD,"Structured values such as material, colour family, dimensions and fit SHOULD be stored in metafields or standard attributes rather than duplicated as tags solely for filtering."
CDS900-R029,CDS-900,MUST,"Every published tag MUST be generated, registered or explicitly approved. Uncontrolled tag creation MUST be rejected or quarantined."
CDS900-R030,CDS-900,MUST,"Tag publication MUST be set-based: the connector MUST regenerate and write the complete governed tag set, or use an explicitly additive operation, and MUST declare which in the mapping's write semantics."
CDS900-R031,CDS-900,MUST,Customer filters MUST use the CDS facet layer (CDS-600) rather than exposing every distinct source or display value.
CDS900-R032,CDS-900,MUST,The Shopify profile MUST define one filter source per approved facet and MUST document its data source.
CDS900-R033,CDS-900,SHOULD,A colour filter SHOULD expose broad colour families such as Blue rather than dozens of commercial shade names.
CDS900-R034,CDS-900,MUST+MAY,"Filter value grouping MAY be used as a channel-level convenience, but the authoritative grouping MUST remain in the PIM facet dictionary."
CDS900-R035,CDS-900,MUST,"Facet projections MUST be preflighted against the declared platform limits (values per group, store-wide group count, non-groupable filters) recorded in the profile's channel capability declaration."
CDS900-R036,CDS-900,MUST,The connector MUST retain Shopify product and variant identifiers after creation.
CDS900-R037,CDS-900,MUST,The connector MUST read back the PIM-owned fields required by the verification profile.
CDS900-R038,CDS-900,MUST,Tags and list fields MUST be compared as sets unless order has declared meaning.
CDS900-R039,CDS-900,MUST,Rich text and HTML MUST be compared using a declared canonicalisation method (normalisation registry: CDS-500 §16).
CDS900-R040,CDS-900,SHOULD,Category and metafield references SHOULD be compared by stable identifiers or base values rather than display text alone.
CDS900-R041,CDS-900,MUST NOT+MUST,Verification statuses and their traffic-light presentation are defined solely in **CDS-500 §17–§18**; this profile MUST use that enum and mapping and MUST NOT define its own.
CDS900-R042,CDS-900,MUST,"CH_google_product_category MUST contain a valid Google taxonomy identifier or an accepted breadcrumb (one form, not both) when supplied."
CDS900-R043,CDS-900,SHOULD,CH_google_product_type SHOULD be derived from the PIM internal category path from broad to specific.
CDS900-R044,CDS-900,MUST,Google taxonomy and PIM taxonomy MUST remain separate mappings even where their text appears similar.
CDS900-R045,CDS-900,MUST,The Google profile MUST preserve variant identity and item grouping consistently across updates.
CDS900-R046,CDS-900,MUST,"The connector MUST validate required and conditional attributes against the current, dated Google product data specification before publication."
CDS900-R047,CDS-900,SHOULD,"Disapprovals and diagnostics SHOULD be imported as observed channel quality events, not treated as canonical product values."
CDS900-R048,CDS-900,SHOULD,"The Google connector SHOULD observe item status, diagnostics and accepted attribute values where the integration provides access."
CDS900-R049,CDS-900,MUST NOT,"A product accepted into Merchant Center MUST NOT automatically be treated as fully verified if field-level observation is incomplete; unobserved fields carry UNOBSERVABLE, and coverage is reported per CDS-500."
CDS900-R050,CDS-900,MUST NOT+MUST,Google-normalised or automatically inferred values MUST be stored as observed or inferred channel state and MUST NOT be silently copied into canonical fields.
CDS900-R051,CDS-900,MUST,"The Meta profile MUST identify the exact ingestion mechanism in use, because write, update, read-back and diagnostic behaviour differ by source."
CDS900-R052,CDS-900,MUST,"Meta category, gender, age group and other channel values MUST be mapped from canonical dictionaries or channel mappings."
CDS900-R053,CDS-900,MUST,The PIM MUST remain authoritative even when Shopify or another partner platform forwards products to Meta.
CDS900-R054,CDS-900,MUST+SHOULD,Multi-hop publication MUST record the immediate publication target and SHOULD record the final destination channel.
CDS900-R055,CDS-900,MUST,"Where final Meta values cannot be read back, the verification status MUST be UNOBSERVABLE rather than MATCH."
CDS900-R056,CDS-900,MUST,Raw supplier values MUST be preserved separately from canonical values.
CDS900-R057,CDS-900,MUST,"Every supplier mapping MUST record source, field, transformation version and last acquisition time."
CDS900-R058,CDS-900,MUST NOT+MUST,Unknown dictionary values MUST enter quarantine or review and MUST NOT silently create new canonical values (CDS-400 §17).
CDS900-R059,CDS-900,MUST,"Supplier categories MUST be treated as source classifications and mapped to the internal taxonomy, not copied directly as canonical categories."
CDS900-R060,CDS-900,MUST,"Apparel colour MUST support at least display shade, canonical shade and customer facet family (value layers: CDS-400)."
CDS900-R061,CDS-900,MUST NOT+MUST,Apparel size MUST record its size system and MUST NOT rely on an unqualified label such as M or 10 alone when multiple systems are possible.
CDS900-R062,CDS-900,MUST,Material composition MUST preserve percentages and component order where supplied.
CDS900-R063,CDS-900,MUST,Fit and style MUST remain separate attributes; style is not a substitute for garment fit.
CDS900-R064,CDS-900,MUST,Measurements MUST use structured numeric values and units; display strings alone are insufficient.
CDS900-R065,CDS-900,MAY,"A material family facet MAY group detailed values, for example Tasmanian Oak -> Oak -> Wood."
CDS900-R066,CDS-900,MUST NOT,Room is a merchandising/facet attribute and MUST NOT replace the product's primary category.
CDS900-R067,CDS-900,MUST NOT+MUST,Safety and suitability claims MUST be backed by an admissible evidence class (CDS-700) and MUST NOT be generated solely from aesthetic inference.
CDS900-R068,CDS-900,MUST,Migration MUST preserve historical source and observed values where they are required for audit or reconciliation.
CDS900-R069,CDS-900,SHOULD+MAY,"Legacy DF_ names MAY remain as registered deprecated aliases during migration, but new channel mappings SHOULD use CH_. The DF_→CH_ transition is governed by the single consolidated **ADR-D24** (which supersedes CDS-ADR-900-002/003); DF_ is a deprecated legacy prefix in the CDS-300 registry."
CDS900-R070,CDS-900,MUST NOT,"The migration MUST NOT collapse canonical, expected and observed values into one field."
CDS1000-R001,CDS-1000,MUST,"A conformance claim MUST identify the CDS version, test-suite version, conformance level, applicable profiles, implementation scope, assessment method and assessment date."
CDS1000-R002,CDS-1000,MUST NOT,An implementation MUST NOT claim general CDS conformance when only a subset of requirements has been tested.
CDS1000-R003,CDS-1000,MUST,"Tests MUST evaluate observable system behaviour and evidence, not marketing descriptions or intended future capability."
CDS1000-R004,CDS-1000,MUST NOT+MUST,Mandatory tests MUST be pass/fail. A score or maturity percentage MUST NOT convert a failed mandatory test into a conformant result.
CDS1000-R005,CDS-1000,MUST+MAY,Informative quality metrics MAY accompany a conformance result but MUST be clearly separated from normative pass/fail status.
CDS1000-R006,CDS-1000,MUST,"A claim MUST name the product, service, component or organisational process being assessed."
CDS1000-R007,CDS-1000,MUST,"A claim MUST list every profile — platform, industry and overlay — included in the assessment."
CDS1000-R008,CDS-1000,MUST,"A claim MUST state its assessment method as exactly one of the three canonical methods defined in §20: self-attestation, customer assessment or independent assessment."
CDS1000-R009,CDS-1000,MUST,"A higher-level claim MUST satisfy all mandatory tests of every preceding level. No profile — platform, industry, overlay or organisational — may exempt an implementation from this rule or weaken any core requirement. There is no exception process for level cumulativity."
CDS1000-R010,CDS-1000,MAY,An implementation MAY claim different levels for different components if the scope of each claim is explicit.
CDS1000-R011,CDS-1000,MUST,Test identifiers MUST remain stable after publication. Substantive changes to test meaning require a new identifier or a new test-suite version.
CDS1000-R012,CDS-1000,MUST,Every mandatory requirement in the CDS corpus MUST map to at least one test case or a documented inspection procedure.
CDS1000-R013,CDS-1000,SHOULD,"A test suite SHOULD include positive, negative and boundary cases where the requirement can fail in materially different ways."
CDS1000-R014,CDS-1000,MUST,Evidence MUST be retained for every mandatory test result included in a claim.
CDS1000-R015,CDS-1000,MUST,Evidence MUST identify the implementation version and configuration that was tested.
CDS1000-R016,CDS-1000,MUST NOT+MAY,"Sensitive evidence MAY be redacted, but the redaction MUST NOT remove information necessary to validate the result."
CDS1000-R017,CDS-1000,declarative,CDS Foundation conformance requires every mandatory Foundation test to pass.
CDS1000-R018,CDS-1000,declarative,"CDS Structured conformance requires Foundation conformance plus all mandatory Structured tests, including the Controlled Dictionary Test Suite (§15)."
CDS1000-R019,CDS-1000,declarative,CDS Publisher conformance requires Structured conformance plus all mandatory Publisher tests.
CDS1000-R020,CDS-1000,declarative,CDS Verified conformance requires Publisher conformance plus all mandatory Verified tests.
CDS1000-R021,CDS-1000,declarative,CDS Governed conformance requires Verified conformance plus all mandatory Governed tests.
CDS1000-R022,CDS-1000,MUST,"A dictionary test MUST verify identifiers and relationships, not only visible labels."
CDS1000-R023,CDS-1000,MUST,"A customer-facing facet test MUST evaluate the published experience, not only the PIM configuration."
CDS1000-R024,CDS-1000,MUST,"AI tests MUST assess the complete workflow, including validation and approval, rather than only model output quality. The controls under test are defined in CDS-700."
CDS1000-R025,CDS-1000,MUST,A profile conformance claim MUST pass all mandatory core tests for the claimed level and all mandatory tests in that profile's version-pinned test matrix.
CDS1000-R026,CDS-1000,MUST NOT,"A conformance claim MUST NOT be made for a level or profile while any of its mandatory tests has a result of FAIL, NOT_TESTED or INCONCLUSIVE."
CDS1000-R027,CDS-1000,declarative,NOT_APPLICABLE requires a written scope-based justification and reviewer approval.
CDS1000-R028,CDS-1000,MUST NOT,"An exception MUST NOT be used to claim conformance to a level or profile whose mandatory capability is absent. This rule is absolute; no CDS release, profile or exception class relaxes it."
CDS1000-R029,CDS-1000,MUST,Corrected nonconformities MUST be retested using the same or a stronger test method.
CDS1000-R030,CDS-1000,MUST,The assurance method MUST be disclosed wherever a conformance claim is presented.
CDS1000-R031,CDS-1000,MUST,"Independent assessment MUST include evidence sampling, assessor independence and conflict-of-interest disclosure."
CDS1000-R032,CDS-1000,MUST,"A certificate MUST identify its issuer, scope, CDS version, level, profiles, issue date, expiry date and public verification reference."
CDS1000-R033,CDS-1000,MUST NOT,A certification mark MUST NOT imply endorsement of product quality beyond the assessed CDS conformance scope.
CDS1000-R034,CDS-1000,MUST,A claim MUST be reviewed after any change that could alter a mandatory test outcome.
CDS1000-R035,CDS-1000,SHOULD,A claim SHOULD include an expiry or reassessment date.
CDS1000-R036,CDS-1000,MUST NOT,"The manifest MUST NOT report a conformant level or profile when any mandatory test for that level or profile has a result of FAIL, NOT_TESTED or INCONCLUSIVE."
CDS1000-R037,CDS-1000,MUST,Public claims MUST be precise enough that a reader can determine what was assessed and what was excluded.
CDS1000-R038,CDS-1000,MUST,"Expired, withdrawn or superseded claims MUST be removed or visibly marked."
CDS1000-R039,CDS-1000,MUST,"An overlay profile claim MUST name the overlay, its version and the level alongside which it is claimed, and MUST pass every mandatory test in the bound suite in addition to all mandatory tests of the claimed level."
CDS1000-R040,CDS-1000,MUST NOT,"The AI-Assured overlay MUST NOT be claimed below CDS Structured, because T-AI tests presuppose governed attribute definitions and dictionaries for AI output to conform to."
CDS1000-R041,CDS-1000,MUST,A claim that includes customer-facing facet or navigation scope MUST bind the CX overlay for that scope; T-UX tests are mandatory only under this overlay.
CDS1000-R042,CDS-1000,MUST,An implementation serving more than one organisation from shared infrastructure MUST bind the Multi-Tenant overlay before claiming any level for that shared deployment.
CDS1000-R043,CDS-1000,MUST NOT,The Controlled Dictionary Test Suite is mandatory at CDS Structured and every higher level; a Structured claim MUST NOT omit it.
CDS1000-R044,CDS-1000,MUST,"Any organisation offering CDS certification MUST publish its assessor-competence, impartiality, surveillance, complaint and certificate-withdrawal processes."
CDS1000-R045,CDS-1000,MUST,"A claim and its machine-readable manifest (§26) MUST record the `test_suite_version` and `assessment_method` used, so that the result can be reproduced against the same test definitions."
CDS1000-R046,CDS-1000,MUST,"A test dataset used to support a conformance assessment MUST include negative and non-happy-path cases, covering at minimum: an unknown supplier value requiring quarantine, a deprecated alias resolving to a current canonical value, and a deliberate downstream manual edit that must produce detected drift."
CDS1100-R001,CDS-1100,MUST,"A CDS machine-readable document MUST declare its document type, schema identifier, corpus release version, document identifier and revision (the envelope, §5)."
CDS1100-R002,CDS-1100,MUST,An implementation MUST validate externally exchanged CDS documents against the applicable schema and profile constraints before accepting them as authoritative input.
CDS1100-R003,CDS-1100,MUST NOT,"A serialization or API transport MUST NOT alter the semantic meaning, type or precision of a CDS value."
CDS1100-R004,CDS-1100,MUST,"A contract MUST distinguish absent, explicitly null, empty string, empty list and zero wherever those states have different business meaning."
CDS1100-R005,CDS-1100,MUST,A list whose order is semantically significant MUST declare that significance in its Attribute Definition or contract documentation.
CDS1100-R006,CDS-1100,MUST,"Exchanged JSON MUST be encoded as UTF-8, and reference schemas MUST declare the Draft 2020-12 dialect via `$schema`."
CDS1100-R007,CDS-1100,MUST,"Timestamps MUST include a timezone (UTC `Z` or an explicit offset). *The shipped schemas enforce this doubly: every date-time property asserts both `format: date-time` and a pattern requiring the offset, so environments that skip format assertion still reject offset-less timestamps.*"
CDS1100-R008,CDS-1100,MUST NOT,"JSON numbers MUST NOT be used for identifiers such as GTIN, SKU, MPN or postal codes; leading zeros and exact textual form are significant, so identifiers are strings."
CDS1100-R009,CDS-1100,MUST NOT+MUST,Monetary values MUST be represented in a decimal-safe form that guarantees declared precision; binary floating-point rounding MUST NOT silently alter a published amount. The reference money contract is defined in §7.
CDS1100-R010,CDS-1100,MUST NOT+MUST,Implicit YAML typing MUST NOT change CDS scalar values; YAML representations MUST be converted to the canonical JSON data model before schema validation (Appendix C).
CDS1100-R011,CDS-1100,MUST,"Every published schema MUST have a stable, release-independent `$id` of the form `urn:cds:schema:<domain>:<name>`, independent of any file-system location."
CDS1100-R012,CDS-1100,MUST,"Every published schema MUST declare its own semantic version in a `version` keyword, distinct from both the corpus release and any document revision."
CDS1100-R013,CDS-1100,MUST,"A schema package release MUST publish a manifest listing schema identifiers, versions, per-file hashes, and a package-level hash. *(The shipped `package-manifest.json` carries a `schema_registry` inventory and a `package_hash`; its self-hash convention is documented in the CDS-1200 README.)*"
CDS1100-R014,CDS-1100,MUST NOT+MAY,A profile schema MAY add constraints through composition but MUST NOT redefine the meaning of a core property (§20).
CDS1100-R015,CDS-1100,MUST,"Every top-level CDS document MUST carry the envelope, with all envelope-required properties present."
CDS1100-R016,CDS-1100,MUST,`document_id` MUST remain stable across revisions of the same logical record.
CDS1100-R017,CDS-1100,MUST,`revision` MUST change whenever any property affecting canonical meaning or downstream projection changes.
CDS1100-R018,CDS-1100,MUST,"A consumer MUST reject or quarantine a document whose `cds_schema` is unknown or unsupported, unless an explicitly configured forward-compatibility policy applies."
CDS1100-R019,CDS-1100,MUST,`cds_schema` MUST equal the `$id` of the schema against which the document is validated. *(The reference validator cross-checks this on every fixture; a mismatch is a validation failure.)*
CDS1100-R020,CDS-1100,MUST NOT+MUST,A channel identifier MUST be stored inside a channel identity or mapping structure and MUST NOT replace the canonical CDS entity ID.
CDS1100-R021,CDS-1100,MUST+SHOULD,"Cross-document references MUST use stable IDs and MUST include the referenced document type. *(v0.1's SHOULD is upgraded: the entity-reference schema requires `document_type`, so the requirement is mechanically enforced.)*"
